Acct Number,Account,Cacv
ACCT0004123,Motiva Enterprises LLC,"903,608"
ACCT0040244,Texas Department of Family & Protective Services,"902,255.88"
ACCT0002044,LKQ Corp,"902,195.74"
ACCT0007248,Paul Hastings LLP,"902,128.32"
ACCT0026101,Laboratoires Servier,"901,245.04"
ACCT0006450,California Dept Of Transportation,"901,047.84"
ACCT0024640,Verifone UK Ltd,"900,807.71"
ACCT0157897,Commonwealth of Massachusetts Judicial Information Services Department,"900,509.28"
ACCT0003526,City Of Los Angeles,"900,164.40"
ACCT0013166,"United Bankshares, Inc.","900,132.48"
ACCT0097209,Fairway Independent Mortgage Corp,"899,856.60"
ACCT0026021,High Speed Two Ltd HS2,"899,706.14"
ACCT0029351,Bobst Group SA,"899,284.07"
ACCT0005819,University of Birmingham,"899,072.86"
ACCT0142813,NAVSEA - Naval Undersea Warfare Center Division Keyport,"897,309.36"
ACCT0002052,Stericycle Inc,"896,964"
ACCT0019635,PROMONLOGICALIS TECNOLOGIA E PARTICIPAÇÕES LTDA,"896,954.31"
ACCT0003438,"Tempur World, LLC","896,352.97"
ACCT0001818,Valley National Bank,"896,000.88"
ACCT0021149,Auckland Council,"895,951.12"
ACCT0038336,Catholic Education Network,"894,080.47"
ACCT0015534,Federation Internationale De Football Association FIFA,"893,707.63"
ACCT0002339,Houston Methodist,"893,548.08"
ACCT0025058,Leumi Bank Ltd,"893,190.00"
ACCT0005741,Sound Transit,"892,586.04"
ACCT0145551,"NTT Docomo, Inc. (Information Systems Department)","892,269.80"
ACCT0204759,PerkinElmer U.S. LLC,"890,463.05"
ACCT0091437,OLX Europe,"889,724.69"
ACCT0013318,Academy Sports + Outdoors,"888,691.92"
ACCT0077134,Elo Serviços S.A,"888,488.91"
ACCT0075641,Public Company Accounting Oversight Board (PCAOB),"887,316.48"
ACCT0168938,KPMG LLP (Partner Account-DS),"887,236.92"
ACCT0033556,United Energy Distribution Pty Ltd and Multinet Gas Distribution Partnership,"887,095.15"
ACCT0091182,Everi Payments Inc,"887,088"
ACCT0075999,B3 SA Brasil,"886,090.01"
ACCT0003959,Zones Inc,"885,960"
ACCT0169351,DXC - ANA Systems Co Ltd,"885,572.69"
ACCT0021754,Sopra Steria Group,"884,107.49"
ACCT0077646,Ferrari spa,"883,363.57"
ACCT0008139,Burns & McDonnell Inc,"883,242.49"
ACCT0078008,Kinaxis Inc,"882,674.34"
ACCT0104473,Roehm Gmbh,"882,439.66"
ACCT0085399,Edgewell Personal Care Co,"882,286.80"
ACCT0122991,General Dynamics Information Technology US,"880,674.60"
ACCT0051593,Cantium Business Solutions Ltd,"880,056.31"
ACCT0031423,US Army - PEO Aviation,"879,445.08"
ACCT0096401,KPMG AZSA LLC,"879,411.68"
ACCT0002901,"Southcoast Health System, Inc.","879,275.04"
ACCT0014371,Yarra Valley Water Corporation,"878,888.96"
ACCT0009540,Serco Inc,"878,832.25"
ACCT0037872,Banc of California Inc,"878,831.88"
ACCT0152399,Kanton Zurich,"878,621.52"
ACCT0007491,Neste Oyj,"878,174.41"
ACCT0018521,Alten,"877,977.14"
ACCT0021957,LEO Pharma AS,"877,837.41"
ACCT0153707,Banco Pichincha CA,"877,629.60"
ACCT0001706,West Fraser Mills Ltd,"877,583.23"
ACCT0145823,Tata Consultancy Services - Metso Finland,"877,370.37"
ACCT0007112,"The MathWorks, Inc.","876,785"
ACCT0212746,Comcast Government Services,"876,707.52"
ACCT0003613,Skechers USA Inc,"876,162"
ACCT0005796,SaskTel,"876,148.01"
ACCT0039522,Mid-America Apartments LP,"876,143.40"
ACCT0079842,Koerber IT Solutions GmbH,"876,082.65"
ACCT0133467,Ministry of Human Resources and Social Development,"875,876"
ACCT0037417,National Westminster Bank Plc,"875,680.71"
ACCT0013378,Fairfax County Government,"875,338.64"
ACCT0081351,Kyndryl IT Managed Applications,"874,887.13"
ACCT0017508,Inter-American Development Bank,"874,861.36"
ACCT0009101,Avanade Inc US,"874,239.25"
ACCT0005605,Vodacom (Pty) Ltd,"874,197.12"
ACCT0007536,Canon Europa NV,"873,423.37"
ACCT0066571,European Medicines Agency,"872,442.36"
ACCT0075447,Telia Cygate Oy,"871,725.27"
ACCT0001610,BC Hydro And Power Authority,"870,805.93"
ACCT0020303,Agiliti Inc,"870,624"
ACCT0024848,Hess Corporation,"870,575.60"
ACCT0005990,Kesko Oyj,"870,147.16"
ACCT0006318,Caisse de dépôt et placement du Québec,"869,254.82"
ACCT0076045,Gestore Servizi Energetici SpA GSE,"869,033.05"
ACCT0010696,Smartronix Inc,"868,793.88"
ACCT0135252,BRASILSEG COMPANHIA DE SEGUROS,"868,503.48"
ACCT0003661,Omers,"868,352.99"
ACCT0006943,CHEP Company,"867,864.36"
ACCT0009280,Hannover RE,"865,800.37"
ACCT0001213,"Werner Enterprises, Inc","864,569.16"
ACCT0017928,Telenor Denmark AS,"864,558.25"
ACCT0056524,"National Information Solutions Cooperative, Inc.","864,550.56"
ACCT0078498,Fujitsu - PersoPoint,"863,652.40"
ACCT0004756,USI Insurance Services LLC,"863,565.48"
ACCT0014379,LEGO System AS,"862,948.15"
ACCT0020407,EnergyAustralia Services Pty Ltd,"862,255.78"
ACCT0141720,OneSavings Bank plc,"861,992.85"
ACCT0007159,Encova Mutual Insurance Group,"861,232.46"
ACCT0090196,Kyndryl - AECOM,"861,000"
ACCT0087626,VALORES CORPORATIVOS SOFTTEK SA DE CV,"860,775.68"
ACCT0013377,Telstra Corp Ltd,"860,292.82"
ACCT0103233,WAGO GmbH & Co. KG.,"859,475.15"
ACCT0054389,Coyote Logistics LLC,"859,279.80"
ACCT0003775,DCP Operating Co LP,"858,930.00"
ACCT0006050,British Council,"858,785.06"
ACCT0072553,An Garda Siochana,"858,420.64"
ACCT0109527,GfK SE,"858,391.76"
ACCT0014374,TopDanmark EDB AS,"857,230.44"
ACCT0015707,CooperVision Inc,"857,100"
ACCT0006958,Eastern Maine Healthcare Systems,"857,038.08"
ACCT0000376,BlackBerry Limited,"856,680"
ACCT0051434,Brembo SpA,"856,670.55"
ACCT0106688,Open Line BV,"856,459.26"
ACCT0008844,Academy Mortgage Corp,"856,412.88"
ACCT0015977,Vattenfall AB,"856,230.20"
ACCT0011844,Sirona Dental Systems GmbH,"855,741.79"
ACCT0008624,Weill Cornell Medical College,"855,618"
ACCT0003320,"MasTec North America, Inc.","855,372.48"
ACCT0009557,FlightSafety International Inc.,"855,369.74"
ACCT0160834,British Telecommunications (Secure),"854,980.81"
ACCT0018406,Arkema France,"854,863.94"
ACCT0059376,JR East Information Systems Company,"854,696.70"
ACCT0216307,Teck Coal Ltd,"854,040"
ACCT0018771,La Francaise Des Jeux SA LFDJ,"853,598.09"
ACCT0025465,AEA Intl Holdings Pte Ltd,"852,689.28"
ACCT0039651,University Of Southern California-ITS,"851,942.82"
ACCT0017056,GEODIS INTERSERVICES,"851,293.56"
ACCT0064226,Ministry Of SaskBuild and Procurement,"850,191.42"
ACCT0006883,MKS Instruments Inc,"849,620.04"
ACCT0177775,FROX AG - Kanton Bern,"849,561.08"
ACCT0040602,Ibercaja SA,"849,294.97"
ACCT0004921,AARP,"849,162"
ACCT0065911,Sony Interactive Entertainment Inc,"848,590.20"
ACCT0025277,Airport Authority Hong Kong,"848,187.12"
ACCT0146698,UCOT Corp,"848,086.43"
ACCT0062135,"Surgery Center Holdings, Inc., a Delaware corporation (""Surgery Partners"").","847,803.04"
ACCT0115030,Unisys - PACS,"847,778.16"
ACCT0007612,Porsche Informatik GmbH,"847,559.84"
ACCT0155333,Fruition NCE - Sonova,"846,956.18"
ACCT0026573,Qiagen GmbH,"846,596.89"
ACCT0003737,Aerojet Rocketdyne Federal,"846,057.12"
ACCT0012119,"Franchise World Headquarters, LLC","845,472.60"
ACCT0008211,City Of Houston,"844,662.00"
ACCT0174845,Devoteam Saudi Ltd. Co - TCC - Tahakom,"844,007.04"
ACCT0156524,Infosys - Westpac New Zealand,"843,940.99"
ACCT0096598,Odido Netherlands BV,"843,108.42"
ACCT0101158,Tata Consultancy Services - Epiroc,"842,974.01"
ACCT0073265,Carvana LLC,"842,871.72"
ACCT0025608,Bank for International Settlements,"842,659.89"
ACCT0039922,Crown Prosecution Service,"842,392.42"
ACCT0133138,Eversana,"842,016"
ACCT0209742,Cognizant - Fiserv EFTPS,"841,347.84"
ACCT0209744,Cognizant - Fiserv EPF,"841,347.84"
ACCT0014556,Vodafone Group Plc,"841,055.07"
ACCT0068047,Jacobs Douwe Egberts BV,"840,736.45"
ACCT0006065,The Scotts Company LLC,"840,484.69"
ACCT0059079,BeyondTrust Corporation,"840,377.42"
ACCT0010080,Lone Star College System,"839,794.08"
ACCT0193319,PwC Global Acceleration Centers,"839,700"
ACCT0033282,U GIE IRIS,"839,325.80"
ACCT0130200,DODIG - Dept Of Defense Office Of Inspector General,"839,129.40"
ACCT0192658,Speedcast Communications Inc,"838,883.48"
ACCT0090474,Federal Housing Finance Agency (FHFA),"838,554.96"
ACCT0018368,Groupe Canal Plus SA,"838,280.61"
ACCT0010858,LTIMINDTREE LIMITED,"838,161"
ACCT0017429,"Lightedge Solutions, Inc.","838,054.16"
ACCT0089758,Barings LLC,"837,705.95"
ACCT0021148,University of Adelaide,"837,562.88"
ACCT0064319,Covea Insurance Service Limited,"836,803.66"
ACCT0080814,Maples Service Company Ltd,"836,142"
ACCT0005141,Sub-Zero Group Inc,"836,066.52"
ACCT0075343,AAA Northern California Nevada & Utah Sales,"836,008.92"
ACCT0067625,Computer Design & Integration LLC,"835,151.28"
ACCT0021432,Velux AS,"835,007.72"
ACCT0000423,Shaw Industries Inc,"834,543.60"
ACCT0027593,ING Bank Slaski SA,"834,323.33"
ACCT0081162,Alyeska Pipeline Service Co,"834,119.40"
ACCT0048736,SiteOne Landscape Supply LLC,"832,853.52"
ACCT0145530,MAN Energy Solutions SE,"830,412.41"
ACCT0002475,Analog Devices Inc,"829,860"
ACCT0090058,Proact IT UK Limited,"829,789.34"
ACCT0005101,DLA Piper LLP (US),"829,782.12"
ACCT0141820,BAE Systems Marine Ltd,"829,724.16"
ACCT0008783,Catalent Pharma Solutions Inc,"829,470"
ACCT0008735,Cox Health Systems,"829,248"
ACCT0079269,Icertis Inc,"828,960"
ACCT0019319,Toronto District School Board,"827,958.47"
ACCT0075889,Ministry Of Home Affairs,"827,249.04"
ACCT0005260,Lennox Intl Inc,"827,130.60"
ACCT0021297,Coop Norway,"826,875.14"
ACCT0169408,ATOS UK – Paragon Customer Communications,"826,802.64"
ACCT0006275,Barrick Gold Corp,"826,730"
ACCT0068370,BNP Paribas Fortis SA,"826,414.53"
ACCT0005978,University Of Utah,"825,419.60"
ACCT0018360,Hermes Sellier SAS,"824,375.83"
ACCT0097696,Ocean Network Express Pte Ltd,"823,921.99"
ACCT0031494,Denso Corp,"823,735.79"
ACCT0137481,Correla,"822,438.59"
ACCT0006037,Harvard University,"822,434.32"
ACCT0022970,Aspen Pharmacare Holdings Ltd,"822,168.96"
ACCT0017911,REMA 1000 Norge AS,"821,793.25"
ACCT0003509,AMN Healthcare Services Inc,"821,226.92"
ACCT0154406,Resolution Life Services (US) Inc.,"821,226.47"
ACCT0023402,Schibsted Enterprise Technology AB,"821,219.98"
ACCT0002424,ATC Operations LLC,"821,183.04"
ACCT0215996,Chubb - HR,"820,950"
ACCT0158539,Department of Financial Protection and Innovation,"819,836"
ACCT0014048,The Automobile Association,"819,523.18"
ACCT0024671,SEM PARAR INSTITUICAO DE PAGAMENTO LTDA,"818,432.81"
ACCT0014451,"The New York Independent System Operator, Inc.","818,372.04"
ACCT0017153,Australian Unity Group Services Pty Ltd,"817,832.38"
ACCT0175369,MSG Entertainment Holdings LLC,"817,744.44"
ACCT0022023,Brennan IT Pty Ltd,"817,623.17"
ACCT0096328,ATEA AS - DSB,"817,437.35"
ACCT0017921,Milwaukee Electric Tool Corp,"817,299.96"
ACCT0002708,Home Hardware Stores Limited,"817,256.52"
ACCT0003322,Maximus Inc,"817,112.04"
ACCT0005594,Queensland WOG - Gold Coast City Council (GCCC),"815,488.21"
ACCT0151201,proALPHA Group GmbH,"814,158.77"
ACCT0009690,Compugen Inc,"814,017.33"
ACCT0007340,KCOM Group Limited,"813,975.59"
ACCT0022119,SDC AS,"813,730.21"
ACCT0028793,Israel Aerospace Industries Ltd,"813,714.72"
ACCT0019860,Sweco AB,"812,465.37"
ACCT0155759,UK Health Security Agency,"812,307.29"
ACCT0139546,AlmavivA SpA - Lombardia Informatica SpA,"811,869.06"
ACCT0003379,Pomeroy Technologies LLC,"811,854"
ACCT0096009,USAF - Air Education & Training Command,"810,936.12"
ACCT0012660,Henry Jackson Foundation,"810,426.24"
ACCT0161518,Mazars Business Support,"809,942.07"
ACCT0020651,Basware Oyj,"809,901.23"
ACCT0216430,NISSAN AUTOMOTIVE EUROPE SAS,"809,658.07"
ACCT0003020,Delek US Holdings Inc,"809,365.57"
ACCT0171822,Infosys - StarHub,"808,894.80"
ACCT0017057,PRO BTP,"808,534.10"
ACCT0026054,University of California Berkeley - Campus Shared Services,"808,460.04"
ACCT0027395,Maaden Saudi Arabian Mining Co,"807,967.08"
ACCT0000538,Stanford University,"807,682.02"
ACCT0021569,Office for National Statistics,"806,787.60"
ACCT0002431,"SUMITOMO PHARMA AMERICA, INC.","806,416.56"
ACCT0159168,Luma Energy Puerto Rico,"806,143.08"
ACCT0015930,Lantmannen Ek For,"806,034.57"
ACCT0151853,Maricopa County OET,"805,634.24"
ACCT0010103,University of Manchester,"804,963.78"
ACCT0172316,KPMG Norway - Helse Sor-Ost RHF,"804,682.80"
ACCT0004726,Rentokil Initial 1927 Plc,"804,646.22"
ACCT0100890,"Hackensack Meridian Health, Inc.","803,960"
ACCT0011255,D Swarovski KG,"803,881.24"
ACCT0001839,Princeton University,"803,859.00"
ACCT0022632,CRH Nederland BV,"803,360.41"
ACCT0031600,Omron Corporation,"802,286.50"
ACCT0027330,Manila Electric Co Meralco,"802,192.08"
ACCT0000179,Colorado Springs Utilities,"801,908.88"
ACCT0171469,Infosys - Chubb,"801,882.47"
ACCT0014361,Noble Drilling A/S,"801,501.55"
ACCT0141645,Alleima EMEA AB,"801,426.76"
ACCT0022063,National Nuclear Security Administration NNSS,"801,312.96"
ACCT0006035,University of California Los Angeles,"800,463.99"
ACCT0005233,Cottage Health,"800,400.72"
ACCT0030994,Doosan Corp,"800,209.06"
ACCT0010971,Houlihan Lokey Inc,"799,632.51"
ACCT0029600,Lloyd's,"799,254.78"
ACCT0002939,US Nuclear Regulatory Commission,"798,469.44"
ACCT0171336,US Dept of Commerce – Enterprise Security Operations Center (ESOC),"798,295.44"
ACCT0197542,TennCare,"798,209.52"
ACCT0007389,Research Triangle Institute,"798,188.76"
ACCT0008033,BioMarin Pharmaceutical Inc,"798,123.84"
ACCT0176722,Medically Home,"797,828.55"
ACCT0020013,DOJ: Executive Office For Immigration Review EOIR,"797,482.92"
ACCT0038630,SEEK Limited,"797,456.04"
ACCT0144147,US Navy - Office of Financial Operations FMO,"797,189.88"
ACCT0017533,AVI-SPL LLC,"796,932"
ACCT0018350,Orpea,"796,821.53"
ACCT0010470,Synchronoss Technologies Inc,"796,697.04"
ACCT0079870,Israel Discount Bank Of New York,"795,679.32"
ACCT0070584,Orange Cyberdefense Belgium SA,"795,110.40"
ACCT0022778,Metro Bank Plc,"794,795.44"
ACCT0096498,TELUS Intl CDA Inc,"794,727.84"
ACCT0011178,RHI Magnesita GmbH,"793,999.55"
ACCT0022722,Audemars Piguet (Marketing) SA,"792,801.11"
ACCT0010807,Flinders University,"792,700.41"
ACCT0004916,MSCI Inc,"792,024"
ACCT0005176,AmWINS Group Inc,"791,484"
ACCT0014488,AVEVA Solutions Limited,"790,668.47"
ACCT0039712,Dept Of Energy-Savannah River Nuclear Solutions LLC,"790,265.76"
ACCT0003647,"Wynn America Group, LLC","790,118.40"
ACCT0011021,Migros-Genossenschafts-Bund,"790,002.73"
ACCT0024078,Defense Security Cooperation Agency DSCA,"789,363.52"
ACCT0000544,BDO Services Ltd,"789,176.64"
ACCT0002357,McDermott International Inc,"788,853"
ACCT0001085,Ball Aerospace & Technologies Corp,"788,609.88"
ACCT0038259,Element Vehicle Management Services Group LLC,"788,502.71"
ACCT0010428,Cisco WebEx Communications Inc,"788,220"
ACCT0003166,Baptist Memorial Health Care Corporation,"787,449.60"
ACCT0119332,GDIT - PIVOT i,"786,987.92"
ACCT0005123,Huron Consulting Group Inc,"786,840"
ACCT0025138,Rohde & Schwarz GmbH & Co KG,"786,820.80"
ACCT0171251,Wipro Ltd - TS&W Services Ltd,"786,619.81"
ACCT0152071,Infosys - Old National Bank,"786,260.68"
ACCT0132112,Garrett Motion,"785,850.16"
ACCT0018228,Verra Mobility Corp,"784,584"
ACCT0093431,Operational Services - LANXESS AG,"784,275.77"
ACCT0082914,Fujitsu France - Total,"783,606.58"
ACCT0039895,North Texas Tollway Authority,"783,438"
ACCT0163153,CGI IT UK Limited,"783,156.27"
ACCT0170923,Superannuation and Investments Services Pty Ltd,"782,866.91"
ACCT0212871,Texas Workforce Commission,"782,744.28"
ACCT0032271,Suzano Papel E Celulose SA,"782,672.52"
ACCT0001511,Manitowoc Co Inc (Grove),"782,608.01"
ACCT0009466,B. Braun SE,"782,499.46"
ACCT0011441,Helvetia Schweizerische Versicherungsgesellschaft AG,"780,639.35"
ACCT0009504,Aspen Dental Management Inc,"780,367.01"
ACCT0137707,Twinformatics GmbH,"779,593.19"
ACCT0213779,"Department of Climate Change, Energy, the Environment and Water","779,233.69"
ACCT0015654,TWC Product And Technology LLC,"779,226.00"
ACCT0153085,University of California San Diego Health Information Technology,"778,367.28"
ACCT0005603,Queensland Transport,"778,312.53"
ACCT0027540,Hitachi Vantara,"777,772.80"
ACCT0038210,UniKomm,"777,044.76"
ACCT0019029,BEC Financial Technologies a.m.b.a.,"776,623.18"
ACCT0013376,Neiman Marcus Group Inc,"775,912.06"
ACCT0005923,"The Laurent-Lemaire Centre for Cascades Shared Services, a division of Cascades","775,642.54"
ACCT0037742,Sunrun Company Inc.,"775,620"
ACCT0002183,Lower Colorado River Authority,"775,500"
ACCT0005752,Skandia Forsaljning AB,"775,416.60"
ACCT0120369,Hitachi Astemo Ltd,"775,132.80"
ACCT0144975,UnitedHealth Group - OptumServe,"775,110.66"
ACCT0157300,US Air Force Sustainment Center,"774,993.36"
ACCT0100384,Castle Water,"774,242.53"
ACCT0027524,Equans,"773,713.38"
ACCT0158087,Unisys (Field Service),"773,433.60"
ACCT0008952,Australian Catholic University Limited,"773,342.10"
ACCT0010732,Emergent BioSolutions Inc,"773,334.00"
ACCT0120570,DISA - Mission Partner Systems,"773,029.56"
ACCT0159334,Mindtree Ltd - Western Asset Management Co,"772,974.08"
ACCT0008678,Amcor Group Gmbh,"772,525.52"
ACCT0033431,KPMG Staffing & Facility Services BV,"771,554.20"
ACCT0026577,Hospital Albert Einstein,"771,535.17"
ACCT0023093,Midcontinent Communications,"771,525"
ACCT0142902,Abu Dhabi Digital Authority,"771,159.96"
ACCT0066488,Uniadex Ltd,"769,959.72"
ACCT0151969,Canada Life Group Services Ltd,"769,498.71"
ACCT0002377,iHeartMedia Management Services Inc,"769,264.80"
ACCT0073957,Sumitomo Mitsui Banking Corp Singapore,"769,070.40"
ACCT0010330,Fujitsu Technology Solutions GmbH,"769,016.68"
ACCT0020426,ALPLA Werke Alwin Lehner GmbH & Co KG,"768,932.92"
ACCT0164842,California Department of Housing & Community Development,"768,840"
ACCT0021156,RACQ Operations Pty Ltd,"768,610.71"
ACCT0010834,Abraxas Informatik AG,"768,238.33"
ACCT0014226,Ampol Australia Petroleum Pty Ltd,"768,023.14"
ACCT0008920,Panduit Corp,"767,587.42"
ACCT0013314,Knorr-Bremse Services GmbH,"765,102.35"
ACCT0004014,University of Notre Dame,"764,703.87"
ACCT0023024,Southern Graphic Systems LLC,"764,067.09"
ACCT0001984,Aerospace Corp,"762,716.71"
ACCT0006187,BayCare Health System,"762,510"
ACCT0020472,Santos Ltd,"761,881.59"
ACCT0120254,CGI Suomi - Affecto Oy,"761,778.30"
ACCT0024382,Pan-American Life Insurance Company,"760,872.00"
ACCT0004475,Delaware North Companies Inc,"758,430.82"
ACCT0021031,NIC Inc,"757,396.07"
ACCT0095554,Keysight Technologies Inc,"757,125.36"
ACCT0125026,Computer Sciences Corp – USA Leveraged Healthcare,"756,969.60"
ACCT0026521,"Pathward Financial, Inc.","756,800"
ACCT0020940,Nexon Asia Pacific Pty Ltd,"756,738.56"
ACCT0006666,University of Virginia Health System,"756,210.24"
ACCT0098441,HCA Healthcare UK Ltd,"756,178.84"
ACCT0194113,Infosys - Copeland,"755,642.40"
ACCT0075967,New York State Insurance Fund,"754,631.23"
ACCT0020400,Precision Administration Services Pty Ltd,"754,184.17"
ACCT0009156,Robert W. Baird & Co. Incorporated.,"753,224"
ACCT0004478,Dover Corp,"752,403.96"
ACCT0090422,SBI Cards & Payment Services Ltd,"751,999.20"
ACCT0018987,Gjensidige Business Services AB,"751,647.20"
ACCT0014976,Manitoba Hydro,"751,217.16"
ACCT0085154,ZS Associates Inc,"750,000"
ACCT0001681,Recreational Equipment Inc,"749,880"
ACCT0023646,MODEC International Inc,"749,762.40"
ACCT0002895,Smithsonian Institution,"749,146.80"
ACCT0006790,Valley Health System,"747,928.08"
ACCT0131781,Zoox,"747,902.16"
ACCT0060863,"Summit Health Management, LLC","746,679.76"
ACCT0025542,UnipolSai Assicurazioni SpA,"745,995.09"
ACCT0032581,Microland Ltd,"745,296"
ACCT0025308,Netsmart Inc,"744,895.08"
ACCT0114290,UnitedHealth Group - OptumConnect,"744,513.44"
ACCT0027336,Braskem SA,"743,642.98"
ACCT0141247,Canadian Nuclear Laboratories Ltd.,"743,003.15"
ACCT0015623,UST Global Inc,"742,800"
ACCT0022483,Saudi Telecom Co STC,"742,167.54"
ACCT0140875,POST Luxembourg - Banque Et Caisse D'Epargne De L'Etat Luxembourg (BCEE),"741,662.52"
ACCT0027176,JCOM Co Ltd,"741,567.15"
ACCT0004458,Church & Dwight Co Inc,"741,548.28"
ACCT0020590,University of Newcastle,"741,387.95"
ACCT0052947,Ann & Robert H Lurie Children's Hospital Of Chicago,"741,313.52"
ACCT0025526,CLP Power Hong Kong Ltd,"741,060.96"
ACCT0016006,Banque De Developpement Du Canada,"741,007.48"
ACCT0023659,"Department of Energy, Environment and Climate Action","740,968.92"
ACCT0021313,Vodafone Technology Italia,"740,245.63"
ACCT0009186,"Vantiva USA Shared Services, Inc","739,763.88"
ACCT0011285,The Swatch Group AG,"739,736.95"
ACCT0133496,Robinhood,"739,172.94"
ACCT0007759,Cetera Financial Group Inc,"739,118.57"
ACCT0004452,Cablevision Systems Corp,"738,923.99"
ACCT0007760,CorVel Corp,"738,219.96"
ACCT0020807,SA Power Networks Partnership – SA Power Networks,"738,054.07"
